Category,Review priority,Resource,Reason,Question to resolve,Resource ID
Reentry Support,Additional options,The Church of Jesus Christ of Latter-day Saints St. George Employment Services,"Keep as a further option after establishing the starting routes in Reentry Support: Local Church of Jesus Christ Employment Services center offering free resume help, job leads, networking, interview practice, coaching, computers, printers, phones, active job-search groups, online workshops, and remote coaching.",,res-lds-employment-services-st-george
Reentry Support,Start here,Utah DWS Federal Bonding Program,Review the bonding pathway for job seekers facing background-related barriers; this adds a distinct employer-facing tool.,,res-utah-dws-federal-bonding-program
Reentry Support,Important specialized help,Utah Medicaid Housing Related Services and Supports (HRSS),"Review for this particular program or eligibility pathway: Utah Medicaid Housing Related Services and Supports benefit providing tenancy support, community-transition expenses, supported-living services, and non-medical transportation for eligible Medicaid members through provider plans.",,res-utah-medicaid-hrss
Reentry Support,Important specialized help,Arrow Point Associates approved sex-offense treatment - Washington County,"Review for this particular program or eligibility pathway: Washington County provider listed by Utah Department of Corrections as an approved sex-offense treatment provider, with Robert Banta, LCSW named for counseling/evaluation.",,res-arrow-point-sotp-washington-county
Reentry Support,Start here,Clean Slate Utah Fresh Start expungement and pardon assistance,Establish nonprofit record-clearance screening before paid expungement alternatives.,,res-clean-slate-utah-fresh-start
Reentry Support,Important specialized help,Federal Public Defender District of Utah - St. George Branch Office,"Review for this particular program or eligibility pathway: St. George branch office of the Federal Public Defender for the District of Utah, providing court-appointed federal criminal defense for financially eligible people in federal cases.",,res-federal-public-defender-utah-st-george
Reentry Support,Important specialized help,Fifth District Court Washington County Adult Mental Health Court,Review for this particular program or eligibility pathway: Fifth District Court St. George Adult Mental Health Court problem-solving court location for justice-involved people whose mental illness is tied to criminal cases.,,res-washington-county-mental-health-court
Reentry Support,Important specialized help,Hope and Healing Place approved sex-offense treatment - Washington County,"Review for this particular program or eligibility pathway: Washington County provider listed by Utah Department of Corrections as an approved sex-offense treatment provider, with Laura Carter, CMHC and supervised affiliates named.",,res-hope-healing-place-sotp-washington-county
Reentry Support,Important specialized help,John Volken Academy Utah residential vocational recovery school,"Review for this particular program or eligibility pathway: Long-term men's residential vocational recovery school in North Salt Lake with a multi-year therapeutic community, education, work, and recovery environment.",,res-john-volken-academy-utah
Reentry Support,Additional options,"Rasa Legal Utah record clearance, expungement, and 402 reduction services","Keep as a further option after establishing the starting routes in Reentry Support: Statewide online legal service for Utah criminal-record clearance, including eligibility screening, expungement legal representation, and 402 reduction services.",,res-rasa-legal-utah-record-clearance
Reentry Support,Important specialized help,Southwest Utah Public Health Washington County Vital Records and Utah birth-certificate fee waiver access,"Review for this particular program or eligibility pathway: Washington County local-health-department vital-records office issuing Utah birth and death certificates and some marriage/divorce records, with Utah birth-certificate fee-waiver access for eligible people who are homeless or….",,res-swuhealth-vital-records-washington-county
